NOME,SOBRENOME,EMAIL,SEXO,DATA_NASCIMENTO,SALARIO,EMPRESA,ANOS_CLIENTE,AVALIACAO_EMPRESA,PARTICIPOU_DE_CAMPANHA,INDICARIA_EMPRESA
João,Pereira,JoaoBarbosaPereira@gustr.com,M,1943-07-02T00:00:00.000Z,9164.92,MovilePay,2,5,1,1
Gabriel,Almeida,GabrielBarbosaAlmeida@armyspy.com,M,1947-03-30T00:00:00.000Z,8190.21,MovilePay,7,5,1,0
Emilly,Souza,EmillyCunhaSouza@gustr.com,F,1984-12-13T00:00:00.000Z,6292.29,Zoop,5,2,0,0
Bruna,Melo,BrunaSantosMelo@rhyta.com,F,1959-03-26T00:00:00.000Z,7786.54,Zoop,7,1,0,1
Pedro,Alves,PedroPereiraAlves@supermail.com,M,1948-10-10T00:00:00.000Z,7955.8,Zoop,5,2,0,1
Vitória,Alves,VitoriaAlmeidaAlves@armyspy.com,F,1947-09-05T00:00:00.000Z,5273.53,Zoop,7,8,0,1
Leonardo,Ferreira,LeonardoCardosoFerreira@superrito.com,M,1949-05-22T00:00:00.000Z,6455.04,Zoop,7,1,0,1
Bianca,Correia,BiancaSouzaCorreia@einrot.com,F,1980-03-12T00:00:00.000Z,7094.4,Zoop,9,2,1,1
Raissa,Costa,RaissaFerreiraCosta@superrito.com,F,1962-03-04T00:00:00.000Z,8417.28,Zoop,2,6,1,1
Vitoria,Carvalho,VitoriaCavalcantiCarvalho@rhyta.com,F,1948-09-07T00:00:00.000Z,6415.46,Zoop,0,3,1,0
Alex,Cardoso,AlexRochaCardoso@gustr.com,M,1978-03-04T00:00:00.000Z,6176.79,Zoop,4,3,0,1
Luís,Martins,LuisRibeiroMartins@teleworm.us,M,1981-01-13T00:00:00.000Z,9299.07,Zoop,3,7,0,1
Samuel,Azevedo,SamuelOliveiraAzevedo@fleckens.hu,M,1963-01-18T00:00:00.000Z,8954.06,Zoop,8,0,1,1
Kaua,Ferreira,KauaSousaFerreira@einrot.com,M,1980-07-20T00:00:00.000Z,7960.06,Zoop,5,5,1,0
Isabelle,Barbosa,IsabelleCunhaBarbosa@superrito.com,F,1967-04-08T00:00:00.000Z,6240.9,Zoop,8,9,1,0
Douglas,Barros,DouglasRibeiroBarros@rhyta.com,M,1974-06-23T00:00:00.000Z,7059.08,Zoop,6,4,1,1
Carlos,Gomes,CarlosOliveiraGomes@teleworm.us,M,1984-03-18T00:00:00.000Z,8838.6,Zoop,3,2,1,1
Eduardo,Carvalho,EduardoBarbosaCarvalho@armyspy.com,M,1944-07-09T00:00:00.000Z,5107.16,Zoop,5,1,1,1
Luis,Dias,LuisPintoDias@supermail.com,M,1952-11-23T00:00:00.000Z,6978.31,Zoop,2,6,0,1
Brenda,Castro,BrendaCostaCastro@gustr.com,F,1975-04-20T00:00:00.000Z,6618.14,Zoop,1,3,0,1
Isabella,Goncalves,IsabellaAlmeidaGoncalves@einrot.com,F,1984-04-14T00:00:00.000Z,7091.8,Zoop,7,1,0,0
Isabela,Lima,IsabelaPintoLima@fleckens.hu,F,1975-12-22T00:00:00.000Z,6077.55,Zoop,4,8,1,0
Cauã,Melo,CauaCavalcantiMelo@fleckens.hu,M,1954-06-22T00:00:00.000Z,7055.43,Zoop,9,8,0,0
Davi,Pinto,DaviAzevedoPinto@armyspy.com,M,1994-06-20T00:00:00.000Z,5404.19,MovilePay,0,9,0,1
Kaua,Santos,KauaGoncalvesSantos@jourrapide.com,M,1983-01-16T00:00:00.000Z,6110.85,MovilePay,8,9,1,1
Sarah,Almeida,SarahSantosAlmeida@gustr.com,F,1980-08-22T00:00:00.000Z,9923.17,MovilePay,3,0,1,1
Rya,Alves,RyanGomesAlves@fleckens.hu,M,1995-05-19T00:00:00.000Z,6570.72,MovilePay,6,3,0,0
Felipe,Carvalho,FelipePereiraCarvalho@fleckens.hu,M,1954-03-23T00:00:00.000Z,8591.6,MovilePay,1,2,1,1
Lucas,Souza,LucasPereiraSouza@superrito.com,M,1944-08-22T00:00:00.000Z,5691.84,MovilePay,6,1,0,0
Emilly,Sousa,EmillyAzevedoSousa@armyspy.com,F,1978-10-15T00:00:00.000Z,5806.35,MovilePay,5,3,0,1
Carolina,Cardoso,CarolinaMeloCardoso@supermail.com,F,1983-10-25T00:00:00.000Z,9734.05,MovilePay,2,0,0,0
